,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Commercial associate,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Academic degree,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Civil marriage,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_Co-op apartment,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
9785,0,1,1,0,40.01643835616439,10.35068493150685,1,1,1,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9786,0,1,1,0,55.08767123287672,22.02739726027397,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9787,1,0,1,0,54.87123287671233,2.26027397260274,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
9788,1,0,1,0,42.44931506849315,24.213698630136985,1,0,0,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
9789,0,1,1,2,29.134246575342463,0.2794520547945205,1,0,0,0,4.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9791,1,0,1,0,58.04931506849315,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9792,0,1,1,1,42.57808219178082,8.93972602739726,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9793,1,1,1,1,34.9041095890411,9.6,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9794,1,0,0,1,32.07397260273972,6.347945205479452,1,0,0,0,3.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
9795,0,1,1,0,44.78904109589041,12.435616438356163,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9797,0,0,0,1,44.11232876712329,13.52054794520548,1,0,0,0,3.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
9798,0,1,0,2,45.14794520547945,11.183561643835615,1,0,0,0,4.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9800,1,1,1,1,55.945205479452056,-1000.6657534246576,1,0,1,0,3.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9801,1,0,1,0,38.58904109589041,2.8465753424657536,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9802,1,0,1,0,42.57808219178082,2.4273972602739726,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9804,0,1,1,0,54.221917808219175,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9806,0,0,1,0,43.06575342465754,1.3452054794520547,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9807,0,0,1,0,29.8,2.0986301369863014,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9808,1,0,1,0,47.74520547945205,13.353424657534246,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9809,1,1,1,0,64.0958904109589,3.5287671232876714,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9810,1,0,1,0,59.95616438356164,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9811,1,0,1,0,38.30958904109589,7.783561643835616,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9812,1,0,1,0,54.49041095890411,9.863013698630136,1,1,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9813,1,1,0,0,45.69315068493151,19.704109589041096,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9814,0,0,1,0,63.7945205479452,14.86027397260274,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9815,1,0,1,1,52.43835616438356,2.43013698630137,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
9816,1,0,1,0,59.33150684931507,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9817,1,0,1,0,63.95890410958904,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9818,1,0,0,2,28.56164383561644,5.4301369863013695,1,0,0,1,4.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9819,1,1,1,0,35.87671232876713,10.18082191780822,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9820,1,0,1,0,65.06849315068493,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9821,1,0,1,0,46.35616438356164,5.263013698630137,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9822,1,0,1,0,48.31506849315068,15.457534246575342,1,0,1,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9823,1,0,1,0,40.583561643835615,8.123287671232877,1,0,1,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9824,1,1,0,0,37.11232876712329,5.868493150684931,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
9825,0,0,1,0,52.293150684931504,16.78904109589041,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9826,1,0,1,1,42.3041095890411,1.1863013698630136,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9827,1,0,0,0,27.59178082191781,4.515068493150685,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
9828,1,0,1,0,57.08493150684932,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9829,1,0,1,0,33.24931506849315,3.43013698630137,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9830,1,1,1,0,41.1972602739726,5.767123287671233,1,0,0,0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9831,1,0,1,0,36.93150684931507,14.52054794520548,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9832,1,0,1,0,48.58082191780822,18.85753424657534,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9833,1,1,1,2,48.24657534246575,2.5945205479452054,1,0,0,0,4.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9834,1,1,1,0,42.24931506849315,3.282191780821918,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9835,1,0,1,0,59.00547945205479,37.63013698630137,1,0,0,0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
9836,0,1,1,0,32.37808219178082,8.857534246575343,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9837,1,1,1,0,41.31506849315068,15.276712328767124,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9838,1,0,0,0,39.72602739726028,1.2575342465753423,1,1,0,0,2.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
9839,0,1,0,0,31.734246575342464,3.9315068493150687,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9840,1,1,0,0,41.90958904109589,2.4246575342465757,1,1,1,1,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
9841,1,0,0,0,28.5013698630137,6.013698630136986,1,0,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9842,1,1,0,0,54.15068493150685,27.19178082191781,1,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9843,1,1,0,0,59.93972602739726,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9844,1,0,1,0,51.78356164383562,3.767123287671233,1,0,0,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9845,1,0,1,0,46.5013698630137,8.013698630136986,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9846,0,1,0,3,29.734246575342464,2.9534246575342467,1,0,0,0,5.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9847,1,0,1,0,54.80821917808219,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9848,0,1,1,0,55.57260273972603,1.526027397260274,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9849,1,0,1,1,42.55890410958904,1.6082191780821915,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9850,0,0,1,0,43.28219178082192,11.27945205479452,1,0,1,1,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
9851,0,1,0,0,49.347945205479455,3.2684931506849315,1,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
9852,1,0,0,0,45.77534246575343,15.780821917808218,1,1,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9853,0,0,0,0,55.57534246575342,2.0986301369863014,1,0,1,1,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
9854,1,0,1,0,54.64383561643836,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9855,0,1,0,0,28.96986301369863,0.3452054794520548,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
9857,1,0,1,0,57.14794520547945,11.01917808219178,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9858,0,1,0,0,54.917808219178085,11.876712328767123,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9859,1,0,1,0,53.2958904109589,5.367123287671233,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9860,1,0,1,0,31.684931506849317,3.953424657534247,1,0,1,0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
9861,1,0,0,0,58.38356164383562,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9862,1,0,0,0,58.56712328767123,-1000.6657534246576,1,0,0,1,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9863,1,0,1,0,66.67123287671232,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9864,0,0,1,1,26.843835616438355,3.9342465753424656,1,0,0,1,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9865,1,1,1,0,48.391780821917806,4.682191780821918,1,1,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9866,1,0,1,1,34.293150684931504,10.35068493150685,1,0,1,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9867,1,1,1,0,39.86301369863013,8.873972602739727,1,0,1,1,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9868,1,0,1,3,43.32876712328767,23.383561643835616,1,0,1,1,5.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
9869,1,1,1,0,56.75342465753425,3.024657534246576,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9870,0,0,1,0,31.04383561643836,3.0986301369863014,1,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
9871,0,1,1,0,57.29041095890411,3.0136986301369864,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9872,1,0,1,0,52.95890410958904,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
9873,1,0,1,0,62.79178082191781,5.515068493150685,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9875,1,0,1,0,47.654794520547945,4.682191780821918,1,1,1,0,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9876,1,0,1,0,41.484931506849314,12.602739726027398,1,0,0,0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9877,1,0,1,0,41.75616438356165,6.934246575342466,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9878,0,0,1,0,28.80821917808219,1.0986301369863014,1,0,0,0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
9879,1,1,1,1,48.93150684931507,6.682191780821918,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9880,0,1,0,0,54.10410958904109,2.0356164383561643,1,1,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9881,0,1,0,0,31.495890410958904,10.197260273972605,1,1,1,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9882,1,0,1,0,53.38630136986301,1.6082191780821915,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9883,1,1,1,1,28.18904109589041,6.432876712328767,1,0,0,0,2.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
9884,0,0,0,1,43.30958904109589,1.263013698630137,1,0,0,0,3.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9885,0,0,1,0,41.18356164383562,0.8465753424657534,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
9886,0,1,0,0,34.68767123287671,1.0986301369863014,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
9888,1,0,1,0,46.32054794520548,1.1753424657534246,1,0,0,0,2.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9890,0,1,1,2,42.35616438356164,19.18904109589041,1,0,0,0,4.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9892,1,1,1,1,29.85753424657534,1.0986301369863014,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9893,1,0,1,0,55.227397260273975,9.76986301369863,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9894,1,0,1,0,52.136986301369866,7.2027397260273975,1,0,0,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
9895,0,0,1,0,58.04931506849315,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9896,1,0,1,0,58.43835616438356,20.60821917808219,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9897,1,0,1,1,36.38356164383562,0.9534246575342464,1,0,0,1,3.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9898,0,1,1,0,57.057534246575344,7.36986301369863,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9899,0,0,1,0,56.96986301369863,4.945205479452055,1,0,0,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9900,1,1,0,0,57.293150684931504,24.03287671232877,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
9901,1,0,1,0,60.11506849315069,-1000.6657534246576,1,0,0,0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
9902,1,1,1,0,41.24657534246575,14.35068493150685,1,1,1,1,2.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9904,0,1,1,0,28.575342465753423,3.095890410958904,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9905,1,1,1,0,48.824657534246576,5.013698630136986,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9906,1,0,1,0,61.66575342465753,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9907,1,1,0,0,34.36164383561644,11.936986301369863,1,1,1,1,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9908,0,0,1,0,40.48767123287672,9.101369863013698,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9909,1,0,1,0,55.394520547945206,3.3534246575342466,1,0,1,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9910,1,0,1,1,46.56712328767123,0.7671232876712328,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
9911,0,1,1,2,34.0986301369863,5.931506849315069,1,0,0,0,4.0,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
9912,1,0,1,1,35.21643835616438,0.3424657534246575,1,0,1,0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9913,1,0,0,0,37.85479452054795,7.602739726027397,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9914,1,0,0,0,51.97808219178082,10.178082191780822,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9916,1,1,1,2,37.92328767123288,0.5917808219178082,1,0,0,1,4.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9917,1,0,1,1,30.07945205479452,9.597260273972603,1,0,0,1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9918,1,0,1,0,46.68219178082192,20.117808219178084,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9919,1,0,1,0,60.24657534246575,21.03287671232877,1,1,1,0,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
9920,1,0,1,0,34.54520547945206,4.021917808219178,1,0,0,0,1.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
9921,1,0,1,0,42.0986301369863,0.9287671232876712,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9922,1,0,1,1,33.64109589041096,13.432876712328769,1,1,1,0,3.0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9923,1,0,0,1,34.484931506849314,9.934246575342463,1,0,0,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
9924,1,0,1,0,62.33424657534247,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9925,1,0,1,0,45.12602739726027,3.5945205479452054,1,0,1,0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
9926,0,0,1,0,55.273972602739725,7.1068493150684935,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9927,1,1,1,1,29.887671232876716,3.764383561643836,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
9928,1,1,1,0,41.65205479452055,19.438356164383563,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9929,1,0,1,0,50.367123287671234,2.1726027397260275,1,0,1,0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9930,1,0,1,0,58.31232876712329,-1000.6657534246576,1,0,0,1,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9932,1,0,1,0,51.99452054794521,8.263013698630138,1,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
9933,1,0,1,0,60.73698630136986,-1000.6657534246576,1,0,0,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9934,1,1,1,0,54.05479452054794,8.263013698630138,1,0,0,1,2.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
9936,1,0,1,1,37.52876712328767,3.2739726027397262,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9937,1,0,1,0,40.10958904109589,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9938,1,0,1,0,56.97260273972603,-1000.6657534246576,1,0,1,0,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9939,0,1,1,2,40.2958904109589,4.6,1,0,1,0,4.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9940,1,1,1,0,59.92054794520548,15.52054794520548,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9942,0,1,1,1,46.02191780821918,3.608219178082192,1,0,0,0,3.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9944,1,1,1,0,54.15068493150685,5.93972602739726,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9945,0,0,1,0,57.72602739726028,3.010958904109589,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9946,1,0,0,0,51.71506849315068,8.263013698630138,1,0,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9947,1,0,0,0,39.49041095890411,3.175342465753425,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9949,1,1,1,0,39.20821917808219,8.178082191780822,1,0,0,1,2.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
9950,0,0,0,0,33.016438356164386,12.852054794520548,1,0,0,0,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9951,1,0,1,0,31.016438356164382,1.2575342465753423,1,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
9952,1,0,1,0,36.95890410958904,3.104109589041096,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9953,1,0,0,1,42.224657534246575,12.852054794520548,1,1,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9954,1,0,0,0,38.9972602739726,7.934246575342466,1,1,0,0,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9955,1,0,1,0,46.57534246575342,9.347945205479451,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
9956,1,0,1,0,47.97808219178082,8.854794520547944,1,0,1,1,2.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9957,0,1,1,1,34.23561643835617,0.347945205479452,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9958,1,0,1,1,40.7945205479452,2.016438356164384,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9962,1,0,0,0,37.73698630136986,7.353424657534247,1,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
9966,0,1,1,0,24.43013698630137,3.016438356164384,1,0,0,1,2.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
9967,0,1,1,0,28.28219178082192,7.183561643835616,1,1,1,1,2.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
9975,1,0,1,0,47.153424657534245,8.854794520547944,1,0,0,0,2.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9978,1,0,1,1,39.13424657534247,11.69041095890411,1,0,0,0,3.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9980,1,0,0,0,38.78082191780822,18.273972602739725,1,0,0,1,2.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
